1,98.6141,6.56413,0
2,98.4105,7.12421,0
3,88.3137,9.27263,0
4,96.4673,9.22947,0
5,99.7758,7.11263,0
6,99.7589,5.48631,0
7,95.9432,3.32105,0
8,99.9,2.86632,0
9,99.9,2.81579,0
10,99.2442,7.15579,0
11,99.9,2.86842,0
12,99.8189,5.36947,0
13,99.8358,3.44421,0
14,95.9126,2.31684,0
15,99.8284,6.51789,0
16,85.7621,6.87789,0
17,74.381,5.61158,0
18,88.9463,7.96,0
19,88.4653,4.71369,0
20,99.9,4.02842,0
21,99.9,3.42526,0
22,95.161,9.10947,0
23,99.5074,9.38316,0.25
24,96.0368,11.4895,14.77
25,99.8831,7.78842,18.62
26,99.4674,5.82105,27.42
27,96.6042,5.90842,67.9
28,99.9,10.1874,78.16
29,98.0474,9.50842,79.8
30,93.6389,5.24526,80.13
31,96.4446,7.21064,80.36
32,88.8526,4.8221,80.87
33,97.2137,4.80737,81.32
34,99.9,3.10842,81.76
35,94.9053,2.64737,82.57
36,89.3358,2.57474,82.67
37,87.5737,1.13789,82.67
38,85.481,1.24211,82.67
39,89.1884,2.66737,82.67
40,98.9821,2.63158,82.67
41,94.0337,3.99158,82.67
42,85.6032,6.12737,82.67
43,81.9558,3.61368,82.67
44,89.7495,2.75368,82.67
45,93.0863,3.92947,82.67
46,93.8294,7.60737,82.67
47,86.4516,4.2821,82.69
48,86.2768,3.24105,82.74
49,87.94,3.43684,82.96
50,98.8474,5.19263,83.64
51,99.9,4.32737,84.87
52,90.4295,2.02632,85.11
53,81.021,2.07895,85.11
54,87.8794,-0.29726,85.11
55,72.34,0.76,85.11
56,61.7684,-0.0431579,85.11
57,68.2466,-1.5625,85.11
58,67.3895,-2.22632,85.11
59,68.5542,-4.20957,85.11
60,52.8575,-2.32553,85.11
61,76.54,-1.32526,85.11
62,99.2621,2.27053,85.11
63,99.9,2.94842,85.11
64,98.7284,6.43579,85.11
65,97.3063,6.59263,85.11
66,99.9,4.81474,85.11
67,92.9095,6.54842,85.11
68,98.8916,7.34211,85.11
69,99.9,11.0884,85.2
70,93.7642,11.3674,51.87
71,99.6958,8.61789,51.87
72,99.3053,6.73684,51.87
73,84.4737,7.9779,99.99
74,96.9726,8.46632,99.99
75,93.0631,9.29158,99.99
76,95.1694,0.834737,99.99
77,77.7179,0.230526,99.99
78,65.2747,0.697895,99.99
79,86.8094,4.04316,99.99
80,87.7252,5.85579,99.99
81,99.3852,6.51895,99.99
82,93.6031,7.32526,99.99
83,88.7579,8.70632,99.99
84,91.3813,7.67363,99.99
85,81.0579,7.88737,99.99
86,99.9,6.68737,99.99
87,99.9,6.14842,99.99
88,93.8505,6.53579,99.99
89,99.9,6.77579,99.99
90,96.9958,6.86105,99.99
91,98.5074,6.24948,99.99
92,91.7652,9.80947,99.99
93,96.9,11.7811,99.99
94,92.9463,10.6947,66.58
95,86.5853,8.10105,66.55
96,80.7284,9.68,47.43
97,85.941,13.3832,37.78
98,99.9,11.2042,22.37
99,99.9,9.16211,10.81
100,90.3389,13.0053,11.69
101,97.259,11.7274,10.76
102,99.9,9.18105,13.84
103,95.0905,10.5305,22.2
104,94.1653,10.5589,19.7
105,93.8516,12.8116,19.71
106,88.8873,11.3968,19.1
107,71.2621,14.36,17.67
108,72.4105,17.7516,10.83
109,74.599,18.2674,4
110,72.9617,18.6479,1.79
111,79.7305,16.98,0
112,76.2789,18.2179,0.04
113,84.7684,12.3979,1.23
114,97.4389,11.9989,1.98
115,86.0789,12.6032,0.83
116,80.7358,11.4032,0.5
117,84.6,11.5474,0.18
118,93.9726,11.5347,0.03
119,99.9,8.90737,0
120,99.9,7.12,0
121,83.6368,9.75789,0
122,93.5421,9.63684,0
123,81.4347,11.0474,0
124,75.9905,11.9737,0
125,79.8463,13.2042,0
126,79.8716,15.1053,0
127,77.7989,17.4074,0
128,73.6316,18.6305,0
129,87.3695,14.9021,0
130,87.661,12.5832,0
131,74.0652,14.1684,0.11
132,88.4695,14.3126,0.27
133,87.2073,13.0442,0.49
134,97.7221,11.5368,0.5
135,99.9,11.3685,0.05
136,98.1306,11.6411,0
137,81.7421,11.4726,0
138,82.4652,10.7463,0
139,84.3673,11.1221,0
140,87.1716,13.9916,0
141,84.1021,15.0874,0
142,94.4453,15.0874,0
143,99.8189,12.7526,0
144,99.1179,15.5632,0
145,98.28,15.4421,0.04
146,92.8116,19.5526,0.09
147,79.141,22.5632,0
148,85,20.2926,0
149,99.9,15.7284,0
150,98.2516,17.9105,0
151,98.0821,17.9768,0
152,98.3989,17.3053,0
153,91.4179,17.3505,0.15
154,80.5063,19.3642,0.49
155,99.9,14.0642,0.38
156,99.7831,13.7611,0.26
157,97.6305,14.7832,0.17
158,94.2242,16.1558,0.17
159,96.5263,15.2168,0.09
160,98.6021,15.1926,5.48
161,99.6211,15.4832,6.39
162,89.9947,17.5116,5
163,93.5295,15.5421,4.25
164,74.3189,17.2368,2
165,96.4274,14.9947,0.61
166,76.5337,17.9884,04.07
167,81.581,16.4705,12.41
168,86.5158,16.0674,11.54
169,90.8558,16.7284,6.51
