0;2782
27546.6;0
55093.3;0
82639.9;1
110187;0
137733;0
165280;1
192826;0
220373;0
247920;1
275466;1
303013;1
330560;1
358106;0
385653;0
413200;0
440746;0
468293;0
495840;0
523386;0
550933;0
578479;0
606026;0
633573;0
661119;0
688666;0
716213;0
743759;0
771306;0
798853;0
826399;0
853946;1
881492;0
909039;0
936586;0
964132;0
991679;0
1.01923e+06;0
1.04677e+06;0
1.07432e+06;0
1.10187e+06;0
1.12941e+06;0
1.15696e+06;0
1.18451e+06;1
1.21205e+06;0
1.2396e+06;0
1.26715e+06;0
1.29469e+06;0
1.32224e+06;0
1.34979e+06;0
1.37733e+06;0
1.40488e+06;0
1.43243e+06;0
1.45997e+06;0
1.48752e+06;0
1.51507e+06;1
1.54261e+06;0
1.57016e+06;0
1.59771e+06;0
1.62525e+06;0
1.6528e+06;0
1.68035e+06;0
1.70789e+06;0
1.73544e+06;0
1.76298e+06;0
1.79053e+06;0
1.81808e+06;0
1.84562e+06;0
1.87317e+06;0
1.90072e+06;0
1.92826e+06;0
1.95581e+06;0
1.98336e+06;0
2.0109e+06;0
2.03845e+06;0
2.066e+06;0
2.09354e+06;1
2.12109e+06;0
2.14864e+06;0
2.17618e+06;0
2.20373e+06;0
2.23128e+06;0
2.25882e+06;0
2.28637e+06;1
2.31392e+06;0
2.34146e+06;0
2.36901e+06;0
2.39656e+06;0
2.4241e+06;0
2.45165e+06;0
2.4792e+06;0
2.50674e+06;0
2.53429e+06;0
2.56184e+06;0
2.58938e+06;0
2.61693e+06;0
2.64448e+06;0
2.67202e+06;0
2.69957e+06;0
2.72712e+06;0
2.75466e+06;0
2.78221e+06;0
2.80976e+06;0
2.8373e+06;0
2.86485e+06;0
2.8924e+06;0
2.91994e+06;0
2.94749e+06;0
2.97504e+06;0
3.00258e+06;0
3.03013e+06;0
3.05768e+06;0
3.08522e+06;0
3.11277e+06;0
3.14032e+06;0
3.16786e+06;0
3.19541e+06;0
3.22296e+06;0
3.2505e+06;0
3.27805e+06;0
3.3056e+06;0
3.33314e+06;0
3.36069e+06;0
3.38824e+06;0
3.41578e+06;0
3.44333e+06;0
3.47088e+06;0
3.49842e+06;0
3.52597e+06;0
3.55352e+06;0
3.58106e+06;0
3.60861e+06;0
3.63616e+06;0
3.6637e+06;0
3.69125e+06;0
3.7188e+06;0
3.74634e+06;0
3.77389e+06;0
3.80144e+06;0
3.82898e+06;0
3.85653e+06;0
3.88408e+06;0
3.91162e+06;0
3.93917e+06;0
3.96672e+06;0
3.99426e+06;0
4.02181e+06;0
4.04936e+06;0
4.0769e+06;0
4.10445e+06;0
4.132e+06;0
4.15954e+06;0
4.18709e+06;0
4.21464e+06;0
4.24218e+06;0
4.26973e+06;0
4.29728e+06;0
4.32482e+06;0
4.35237e+06;0
4.37992e+06;0
4.40746e+06;0
4.43501e+06;0
4.46256e+06;0
4.4901e+06;0
4.51765e+06;0
4.5452e+06;0
4.57274e+06;0
4.60029e+06;0
4.62784e+06;0
4.65538e+06;0
4.68293e+06;0
4.71048e+06;0
4.73802e+06;0
4.76557e+06;0
4.79312e+06;0
4.82066e+06;0
4.84821e+06;0
4.87576e+06;0
4.9033e+06;0
4.93085e+06;0
4.9584e+06;0
4.98594e+06;0
5.01349e+06;0
5.04104e+06;0
5.06858e+06;0
5.09613e+06;0
5.12367e+06;0
5.15122e+06;0
5.17877e+06;0
5.20631e+06;0
5.23386e+06;0
5.26141e+06;0
5.28895e+06;0
5.3165e+06;0
5.34405e+06;0
5.37159e+06;1
5.39914e+06;0
5.42669e+06;0
5.45423e+06;0
5.48178e+06;0
5.50933e+06;1
5.53687e+06;2
5.56442e+06;2
5.59197e+06;4
5.61951e+06;5
5.64706e+06;3
5.67461e+06;5
5.70215e+06;7
5.7297e+06;4
5.75725e+06;9
5.78479e+06;7
5.81234e+06;3
5.83989e+06;8
5.86743e+06;12
5.89498e+06;7
5.92253e+06;10
5.95007e+06;10
5.97762e+06;11
6.00517e+06;10
6.03271e+06;11
6.06026e+06;7
6.08781e+06;14
6.11535e+06;12
6.1429e+06;9
6.17045e+06;5
6.19799e+06;9
6.22554e+06;8
6.25309e+06;8
6.28063e+06;10
6.30818e+06;13
6.33573e+06;9
6.36327e+06;4
6.39082e+06;1
6.41837e+06;6
6.44591e+06;4
6.47346e+06;1
6.50101e+06;6
6.52855e+06;2
6.5561e+06;3
6.58365e+06;2
6.61119e+06;1
6.63874e+06;4
6.66629e+06;2
6.69383e+06;2
6.72138e+06;1
6.74893e+06;2
6.77647e+06;4
6.80402e+06;5
6.83157e+06;3
6.85911e+06;8
6.88666e+06;3
6.91421e+06;1
6.94175e+06;1
6.9693e+06;0
6.99685e+06;3
7.02439e+06;1
7.05194e+06;1
7.07949e+06;1
7.10703e+06;2
7.13458e+06;2
7.16213e+06;1
7.18967e+06;0
7.21722e+06;1
7.24477e+06;0
7.27231e+06;0
7.29986e+06;0
7.32741e+06;3
7.35495e+06;2
7.3825e+06;0
7.41005e+06;0
7.43759e+06;1
7.46514e+06;0
7.49269e+06;0
7.52023e+06;0
7.54778e+06;1
7.57533e+06;0
7.60287e+06;0
7.63042e+06;3
7.65797e+06;0
7.68551e+06;0
7.71306e+06;0
7.74061e+06;1
7.76815e+06;1
7.7957e+06;2
7.82325e+06;1
7.85079e+06;1
7.87834e+06;2
7.90589e+06;3
7.93343e+06;1
7.96098e+06;1
7.98853e+06;3
8.01607e+06;0
8.04362e+06;3
8.07117e+06;1
8.09871e+06;3
8.12626e+06;1
8.15381e+06;1
8.18135e+06;2
8.2089e+06;2
8.23645e+06;1
8.26399e+06;2
8.29154e+06;1
8.31909e+06;1
8.34663e+06;1
8.37418e+06;4
8.40173e+06;2
8.42927e+06;1
8.45682e+06;0
8.48437e+06;0
8.51191e+06;1
8.53946e+06;2
8.567e+06;2
8.59455e+06;2
8.6221e+06;0
8.64964e+06;0
8.67719e+06;2
8.70474e+06;0
8.73228e+06;1
8.75983e+06;0
8.78738e+06;0
8.81492e+06;0
8.84247e+06;0
8.87002e+06;0
8.89756e+06;1
8.92511e+06;0
8.95266e+06;0
8.9802e+06;0
9.00775e+06;1
9.0353e+06;0
9.06284e+06;0
9.09039e+06;0
9.11794e+06;0
9.14548e+06;0
9.17303e+06;0
9.20058e+06;0
9.22812e+06;0
9.25567e+06;0
9.28322e+06;0
9.31076e+06;0
9.33831e+06;0
9.36586e+06;0
9.3934e+06;0
9.42095e+06;0
9.4485e+06;0
9.47604e+06;0
9.50359e+06;0
9.53114e+06;0
9.55868e+06;0
9.58623e+06;0
9.61378e+06;0
9.64132e+06;0
9.66887e+06;0
9.69642e+06;0
9.72396e+06;0
9.75151e+06;0
9.77906e+06;0
9.8066e+06;0
9.83415e+06;0
9.8617e+06;0
9.88924e+06;1
9.91679e+06;0
9.94434e+06;1
9.97188e+06;0
9.99943e+06;2
1.0027e+07;0
1.00545e+07;0
1.00821e+07;1
1.01096e+07;1
1.01372e+07;0
1.01647e+07;1
1.01923e+07;0
1.02198e+07;0
1.02473e+07;1
1.02749e+07;1
1.03024e+07;1
1.033e+07;1
1.03575e+07;2
1.03851e+07;2
1.04126e+07;0
1.04402e+07;1
